"DESCRIPTION"	"SKILL"	"SKILL_ACTIVE"
"REAR COVER ARMREST MISSING POST 16B(LH),"	"WSSE"	"EA"
"1EA RUBSTRIP OF INSIDE DOOR GALLEY FOUND BROKE POSITION GALLEY FWD"	"CBN"	"CBN"
"SCREW OF SEAL RETAINER DOOR GALLEY FOUND CORROSION 50 EA POSITION GALLEY1"	"CBN"	"CBN"
"MOVEABLE FLAP TRACK FAIRING#2 SHIM WAS MISSING"	"AP"	"EA"
"AFT CARGO FLOOR PANEL 151SG NEED REPAINT"	"WSPT,WSST"	"WSPT"
"TRIM PLATE FLOOR COCKPIT BLACK COLOUR PE"	"WSPT"	"WSPT"
"FWD CARGO - SPRING OF X-Z LATCH DOUBLE FOUND BROKEN 4EA"	"AP"	"AP"
"FWD CARGO SIDEWALL WASHER BROKEN 250EA"	"AP"	"AP"
"STOPPER OF HANDRAIL CURTAIN GALLEY 1 FOUND BROKE"	"CBN"	"CBN"
"HEATER 25DS TEST OK INDICATOR LIGHT NOT"	"EA"	"EA"
"PANEL COCKPIT 211KW & 212KW PAINT DISCOLOUR"	"CBN,WSCB,WSSS"	"CBN"
"PLATE DRAINAGE ASSY OF DOOR SILL WERE NOT INSTALL 3EA"	"CBN"	"CBN"
"ENGINE #2 BACKSHELL CONNECTOR AT 1030GK"	"EA"	"EA"
"PYLON ENG#2 ACCESS PANEL HEAD SCREW BROKEN 100EA"	"AP"	"AP"
"DADO PANELS PAINT PEEL OFF 261RW, 261TW,"	"CBN,WSCN,WSSE,WSSS"	"CBN"
"EXT FUSELAGE SKIN BTW STA 905 - 927 STR"	"STR,WSNC"	"STR"
"EXT FUSELAGE SKIN BTW STA 847 STR 26L-27"	"STR,WSNC"	"STR"
"FLOOR PANEL 241 DF DEFORM"	"CBN,WSST"	"CBN"
"BULK CARGO LOWERSIDEWALL PANEL 162YW PUN"	"WSPT,WSST"	"WSPT"
"RH WING O/B AILERON SERVO PANEL RECEPTACLE LOOSE 2EA"	"STR"	"STR"
"DADO PANEL HOOK LOCK N/A 1EA"	"CBN"	"EA"
"FLOOR PANEL 271 FF DEFORM"	"CBN,WSST"	"CBN"
"AFT CRG CEILLING PNL SUPPORT SOME RECEPTACLE COROSSIONBTW FR53,2-54 LH"	"STR,WSPT"	"STR"
"PYLON#1 COMBO SEAL LEAKS"	"EA"	"EA"
"LH MLG WHEEL WELL AT AFT LOWER AIDE FOUND FASTERNER CORROSION"	"STR"	"STR"
"RH MLG CENTER DOOR BOTTOM FWD HINGE NOT COMPLETE"	"AP"	"EA"
"EXTERNAL POWER PANEL BONDING CABLE EX RE"	"EA"	"EA"
"FWD CARGO SHROUD RH #4 HAS DAMAGE"	"AP,WSPT,WSSR"	"AP"
"FWD CARGO SHROUD LH #2 HAS DAMAGE"	"AP,WSPT,WSSR"	"AP"
"FWD CARGO SHROUD LH #4 HAS DAMAGE"	"AP,WSPT,WSSR"	"AP"
"EXT FUSELAGE SKIN STA 360-380 BTW STR 25"	"STR,WSNC,WSPT"	"STR"
"BONDING LEADS AT TUBING AIR CONDITIONING NEAR SENSOR 513HB BROKEN 2EA"	"EA"	"EA"
"FWD CABIN FR 12A - 18 Y1959 SEAT TRACK"	"WSPT"	"WSPT"
"RH WING O/B FLAP UPLOCK LINER UPPER AND"	"AP"	"AP"
"EXT FUSELAGE SKIN FOUND DENT AT STA 992."	"AP,STR,WSNC"	"AP"
"EXT FUSELAGE SKIN AROUND AFT JACK POINT"	"STR,WSNC,WSPT"	"STR"
"EXT FUSELAGE SKIN STA 727F-727G BTW STR"	"STR,WSNC,WSPT"	"STR"
"BULK CRG FASTENERS UNDER FLOOR CORR BTW FR70-71 LH SIDE"	"STR"	"STR"
"AFT CRG XZ-SINGLE LATCH 10EA SPRINGS BROKEN"	"AP"	"AP"
"TOILET SERVICE PANEL CUTOUT SUSPECT CORR"	"NA,STR,WSPT"	"NA"
"MIXER UNIT AREA VERY DIRTY"	"EA"	"EA"
"PANEL UPPER BACKREST 3RD OCCUPANT BROKEN"	"WSSS"	"WSSS"
"SCREW OF ENDCAP ARM REST MISSING POST SEAT 36B,28F,32H"	"CBN,WSSS"	"CBN"
"LH WING SLAT AREA ACCESS PANEL NEED RESE"	"STR"	"STR"
"LH I/B MAIN FLAP T/E DELAMINATION"	"WSNC,WSPT,WSSR"	"EA"
"(LESSOR FINDING)LAV DOOR VENT PAINT ERRODED"	"WSSE,WSSS"	"WSSS"
"(LESSOR FINDING)TRASH CONTAINER LIPS DENT"	"CBN,WSCN"	"WSCN"
"(LESSOR FINDING)BABY CRADDLE LOWER STOPPER SEAL UNTIDY"	"WSCN"	"WSCN"
"AFT CABIN COMPT BTW FR.66-FR.68 Y1292 FLOOR BEAM CORROSION"	"STR"	"STR"
"TAILCONE CANOE#6 HOLES HAS ELONGATED 3EA"	"WSPT,WSSR"	"EA"
"LESSOR FINDING - 191AT BLADE SEAL WORN"	"AP"	"AP"
"DOOR STOP FITTING FASTENER NEED REPLACEMT 2 EA"	"CBN"	"CBN"
"FWD CARGO RH SIDEWALL #2 PUNCTURE AND DELAMINATION (132 MW)"	"WSPT,WSSR"	"WSPT"
"FWD CARGO STRINGER 43R BTW FR 28-34 CORRODED (#1-#7)"	"STR,WSNC"	"STR"
"LESSOR FINDING - FLAP TRACK FAIRING #3 COVER UPPER PANEL: BULB SEAL RETAINER ISCORRODED. BULB SEAL IS WORN. OLD SEALANT REQUIRES REMOVAL"	"AP"	"AP"
"LESSOR FINDING - GMF MDR 803739889 SIGNED OFF AS COMPLETE. THIS IS LESSOR FINDING - CEILING PANEL - ALL PANELS HAVE TO PERFORM DEEP CLEANING: CLEANING HAS NOT B"	"CBN"	"EA"
"IDG #2 DRIVE / TEMP PRESS BLANK Msg 24481"	"AP,EA,NA"	"AP"
"FINDING LESSOR - PEN MARKS FOUND INSIDE"	"WSPT"	"WSPT"
"BOND PANEL COWL INSTL,FAN DOOR (RH) #2 E"	"WSSR"	"WSSR"
"LH WING FWD FIX FAIRING FLAP TRACK #2 TE"	"AP,STR"	"AP"
"RH WING SLAT NO #2 I/B SIDE SEAL BROKEN"	"AP"	"AP"
"LAMINATING ALL OF LAVATORY DOOR BAD COND"	"CBN,WSCB"	"CBN"
"KNOB PAINT PEEL OFF AT PANEL 225 VU 4 EA"	"EA,WSPT"	"EA"
"EXTERNAL FUSELAGE SKIN BTW FR 1-FR 2 RH"	"STR,WSNC"	"STR"
"LH HORSTAB INTERNAL RIB AT STAB STA 92.7"	"STR,WSNC,WSPT,WSST"	"STR"
"LH WING CANOE #2 (531CB) SEAL BROKEN 2EA"	"AP,STR"	"AP"
"FWD CARGO PARTITION 131CW PUNCTURE"	"AP,WSPT,WSSR"	"AP"
"LH MLG STOPPAD BOOGIE TEFLON & MILLAR WAS BROKEN"	"AP"	"AP"
"LH WING SCAN LT NOT ILL 1 EA"	"EA"	"EA"
"FWD CARGO DOOR BELLCRANK HAS CORROTION"	"AP,WSPT"	"AP"
"RH NLG DOOR FWD AND AFT SEAL WAS BROKEN"	"AP"	"AP"
"NLG RH MAIN DOOR HINGE #2 BONDING BROKEN 1 EA"	"EA"	"EA"
"16 PLATE NUT CORROSION AT FRAME BELLY FAIRING SUPPORT LOWER FUSELAGE"	"STR"	"STR"
"AFT FAIRING FLAP TRACK CUT OUT DOOR WAS"	"AP,WSNC,WSPT,WSSR,WSST"	"AP"
"RH WING WATER DRAIN VALVE #4 FOUND BROKEN"	"AP"	"AP"
"LAMINATE NURSING TABLE LAV D SCRATCH"	"WSCB"	"WSCB"
"LH WING SLAT #2 RUBBER SEAL FOUND TORN P"	"AP"	"AP"
"COMPOSITE INSERT NUT DRIMPLE ENTRY DOOR"	"WSCB"	"WSCB"
"LH/RH L/E LOWER HORSTAB PAINT PEEL OFF"	"WSPT"	"EA"
"LH ENG STARTER DUCT ROD END OVER PLAY"	"AP"	"AP"
"RH BOGIE BEAM MLG RUBBER CLAMP FOUND BRO"	"AP"	"AP"
"NLG DOOR BYPASS VALVE FOUND LEAK"	"AP"	"AP"
"LH MLG DOOR STOPPER BRACKET NO.2 FOUND T"	"STR"	"STR"
"ATTD SEAT AFT GALLEY LH PAINT PEEL OFF"	"CBN,WSSS"	"CBN"
"BUMPER DOOR LAV MISSING QTY: 3EA POST: L"	"CBN"	"CBN"
"DOOR SILL PAINT PEEL OFF POSITION DOOR 2"	"CBN,WSPT"	"CBN"
"ALL OUTSIDE WALL LAMINATE LAV E ANY SCRA"	"WSCB"	"WSCB"
"FOURTH OCCUPANT SEAT PAINT PEEL OFF"	"CBN,WSSS"	"CBN"
"ENG#1 R/H C-DUCT ROD WARNING PLACARD FOU"	"WSPT"	"WSPT"
"ENG#2 EDP GREEN SYSTEM WAS LEAK"	"AP"	"AP"
"LH ENG ACAC EXHAUST DUCT P/N 740-0361-50"	"AP"	"AP"
"FOUND 1 RIVET LOOSE AND 1 RIVET MISSING"	"NA,STR"	"NA"
"RH HORIZONTAL STABILIZER LOWER PANEL NEE"	"STR"	"EA"
"AFT CARGO FLOOR PANEL 151 QF DELAMINATIO"	"AP,WSPT,WSST"	"AP"
"LH WING FLAP TRACK #3 FIX CANOE FOUND ER"	"AP,WSPT,WSST"	"AP"
"CLAMP BLOCK HYD LINE OF MANIFOLD BRK G N"	"AP"	"AP"
"NUMEORUS LATCH GALLEY DISCOLORATION"	"CBN,WSCB"	"CBN"
"CDD - SEAT VIDEO SHROUD COLOR FADED"	"CBN"	"CBN"
"CDD - SEAT 11J ELEC INOP"	"CBN"	"CBN"
"CDD - 20B SHROUD ARM REST NEED PAINT TOU"	"WSSS"	"WSSS"
"ALL CURTAIN DIRTY"	"CBN,WSLS"	"CBN"
"SCREW LAVATORY TOILET SHROUD NOT INSTALL"	"CBN"	"CBN"
"ENG#2 L/H C-DUCT ANGLE BRACKET FOUND CRA"	"WSPT,WSST"	"WSPT"
"RH WING WATER DRAIN VALVE FOUND LEAK"	"AP"	"AP"
"LH ACM HEAT SHIELD DRAIN HOSE BROKEN"	"EA"	"EA"
"DOOR CABINET L11, L35,L36 PAINT DISCOLOR"	"CBN,WSCB,WSSS"	"CBN"
"SCREW BUNWARMER 6EA CORROSION"	"CBN"	"CBN"
"FWD CARGO DOOR LINING PANEL CRACK AT SEV"	"AP,WSPT,WSST"	"AP"
"LH MLG WW REAR SPAR BRACKET CRACK"	"AP"	"AP"
"ENG #2 RH T/R DEPRESSOR SEAL CRACK AT LO"	"WSST"	"WSST"
"MLG WHEEL BRAKE FITTING #8 FOUND LEAK"	"AP"	"AP"
"GREEN BREAKE MANIFOLD (5105 JM) FOUND BL"	"AP"	"AP"
"NEAR FWD CARGO TO AVIONIC COMP. DOOR FOU"	"EA"	"EA"
"ITEM 93 FROM PRE AUDIT PHYSICAL, RH PYLON AFT LOWER T/E FAIRING SURFACECORROSION TO BE INSPECTED AND REPAIRED."	"STR,WSNC"	"STR"
"REPAINTING AT LH WING LOWER FRONT SPAR"	"WSPT"	"WSPT"
"FOUND NICK AT ENG # 2 FAN INLET CASE"	"AP,STR"	"AP"
"TRAILING EDGE RUDDER BURN MARK BEHIND ST"	"EA,NA,STR,WSNC,WSPT"	"EA"
"LAV D OUTER FORWARD FACE TEDLAR AT LOWER"	"WSCN"	"WSCN"
"AFT ATTD SWIVEL SEAT HAS LOCALLY MANUFAC"	"WSSS"	"WSSS"
"AIRLINE MANUFACTURED ENG LIMITS DECAL FO"	"AP"	"AP"
"ILLEGIBLE DATA PLATE ON NLG LH & RH FIXE"	"WSPT"	"WSPT"
"DOOR LINING 4LH PAINT PEEL OFF 833EZ, 83"	"WSCB,WSSS"	"WSCB"
"BLUE HYD COMPARTMENT CUT OUT SEAL DAMAGE"	"AP"	"AP"
"RH MLG BARREL MYSTIC TAPES NEED REPLACE"	"AP"	"AP"
"RH MLG W/W CUT OUT SEAL DAMAGE"	"AP"	"AP"
"RH MLG DOOR HANDLE ACCESS PANEL GRD DOOR"	"WSPT"	"WSPT"
"RH WING ALL SLAT PATCH COVER MISSING 14"	"AP"	"AP"
"FWD BELLY FAIRING STUD AND WASHER WORN OUT 100 EA P/N ASNA2857-040 ANDABS0604-4 LOWER FUSELAGE"	"AP"	"AP"
"ENG #1 CNA PEN-NIB RIVET LOOSE 1 EA POS 12 O CLOCK"	"WSST"	"WSST"
"NLG DRAG STAY BONDING BROKEN"	"EA"	"EA"
"BONDING WIRE BROKEN ON LH HORSTAB TRAILING EDGE MID AREA"	"EA"	"EA"
"TOILET ASSY L82 LEAK"	"CBN"	"CBN"
"DOOR LAVATORY L36 LAMINATE PEEL OFF"	"CBN,WSCB"	"CBN"
"DOOR LAVATORY L53 LAMINATE PEEL OFF"	"CBN,WSCB"	"CBN"
"DOOR LAVATORY L54 LAMINATE PEEL OFF"	"CBN,WSCB"	"CBN"
"SEALANT ON METAL LABEL FWD SIDE PEELED O"	"STR"	"STR"
"AFT CARGO DOOR SEAL FOUND TEAR OFF"	"AP"	"AP"
"LIST BUMPER IAT BROKEN AT 20J,20G,20D,20"	"WSSS"	"WSSS"
"THE AFT LH LAVATORY SHROUD WAS DISCOLOUR"	"WSSS"	"WSSS"
"FWD CARGO FLOOR 132 PF PUNCTURE"	"AP,WSPT,WSST"	"AP"
"REF HIL C25-071119 ""OVEN NO. 511 POSITIO"	"CBN"	"CBN"
"STATIC DISHARGER TIP AT RH ELEVATOR HAS"	"EA"	"EA"
"LH WING NAV LIGHT COVER BLUR"	"NA"	"EA"
"BOTH RH AND LH AFT SEAL OF MLG WHELL WELL HAS TEAR"	"AP,NA"	"AP"
"FWD CABIN COMPARTMENT FLOOR STRUCTURE BTW FR 14-20 AT Y1292 CORRODED"	"NA,STR"	"STR"
"FSEU #2NOT INSTALLED P/N 285W0023-3 REF AML SEQ 71"	"EA"	"EA"
"LAMINATE ESCAPE SLIDE COVER DOOR 4LH PELL OFF"	"CBN,WSCB,WSSS"	"EA"
"LH HORSTAB TIP PAINT PEEL OFF AT UPPER SURFACE"	"WSPT"	"EA"
"OUTSIDE LAMINATE DOOR GALLEY M716A PEEL OFF"	"CBN,WSCB,WSSS"	"EA"
"INSIDE PAINTING DOOR GALLEY M718A PUNCTURE"	"CBN,WSCB,WSSS"	"EA"
"LH SLAT UPPER SURFACE NO 4 HAS CORROSION"	"AP,NA,WSPT,WSSR"	"AP"
"LH INB T/R FIRESEAL TEAR AT TOP & AFT PO"	"NA"	"AP"
"LH T/R TRANSLATING SLEEVE CHAFING AT INB POS INNER SIDE"	"NA"	"WSPT"
"LH INB T/R THRUST RECOVERY NOZZLE HINGE PNL SEAL STRIP N/A"	"NA"	"AP"
"HALON FIRE EXT WILL BE EXP SOON POST: COCKPIT (PN:898052)"	"CBN"	"EA"
"TOILET SERVICE PANEL HINGE DIRTY AND SIG"	"AP"	"EA"
"LH AND RH ELEVATOR NEED TO BE PAINTED"	"STR,WSPT,WSSR"	"EA"
"ATTD SEAT FWD O/B, WASHER SEAT PAN LOST"	"WSSS"	"WSSS"
"AFT CABIN FR 55 - 59 Y2462 SEAT TRACK C"	"NA,STR,WSNC,WSPT"	"NA"
"CATCH DOOR L/B BROKEN POST. 6E,23ED"	"CBN"	"CBN"
"RH WING SLAT PANEL 623 JB STUD DAMAGE 3"	"AP"	"AP"
"RH WING SLAT PANEL 623EB EROSION AND PAI"	"WSNC,WSPT,WSST"	"WSNC"
"LAMINATE WALL CARTLIFT UNDER MIRROR BAD"	"WSCB"	"WSCB"
"PYLON #2 AFT FAIRING SUPPORT SECONDARY S"	"NA,STR,WSNC,WSPT"	"NA"
"MEAL TRAY TABLE CRACK,BROKEN,DISBONDED P"	"CBN,WSSS"	"CBN"
"RH WING SLAT PANEL 623 JB STUD HOLE OVER"	"WSPT,WSST"	"WSPT"
"ESCAPE ROPE PANEL POSITION FO BROKE"	"CBN"	"CBN"
"ARM CAP PEEL OFF POST"	"CBN,WSSS"	"CBN"
"LH WING SLAT PNL 522 RB EROSION"	"NA,WSNC,WSPT,WSST"	"NA"
"LH WING SLAT PNL 523 EB EROSION"	"NA,WSNC,WSPT,WSST"	"NA"
"COVER LOCK GALLEY WAS LOOSE POST GALLEY"	"CBN"	"CBN"
"INSIDE LUGGAGE BIN DOOR 56C PEEL OFF"	"CBN,WSSS"	"CBN"
"FOUND DAMAGE ARROUND LOCK DOOR GALLEY 31"	"CBN"	"CBN"
"FWD BELLY FAIRING PANEL 191AB 17 EA SCRE"	"AP"	"AP"
"CLIP SPRING CORROSION 100 EA"	"CBN"	"CBN"
"LAMINATE BEHIND MODULE L62 FOUND DENT"	"WSCB"	"WSCB"
"LH WING REAR SPAR CLIP CRACK NEAR SPOILE"	"STR,WSPT"	"STR"
"RH WING FLAP TRACK #2 FWD FITTING O/B SI"	"AP"	"AP"
"PYLON #3 UPPER WING ACCESS PANEL NEED RE"	"STR"	"STR"
"FWD CARGO LOWER SIDEWALL 131 JW DELAMINA"	"WSPT,WSST"	"WSPT"
"RH WING MOVEABLE CANOE #5 FWD LINK OVERP"	"AP,WSST"	"AP"
"FWD CARGO WASHER STUD FOR SIDEWALL PANEL"	"AP"	"AP"
"ALL EXTRUSION AREA FWD,MID,AFT CABIN FOUND BROKE"	"CBN"	"CBN"
"FWD CARGO BALLMAT PANEL 132 CF SCREW BAD"	"WSST"	"WSST"
"FWD CARGO E-COMP FLOOR PANEL 122GF ERROT"	"WSPT,WSST"	"WSPT"
"271GF FLOOR PANEL FOUND SCRATCH AND DELA"	"CBN,WSST"	"CBN"
"271NF FLOOR PANEL FOUND SCRATCH AND DELA"	"CBN,WSST"	"CBN"
"FLOOR PANEL 221EF DELAMINATION"	"CBN,WSST"	"CBN"
"RH VERSTAB PANEL 323CR SCREW AND PLATENU"	"STR"	"STR"
"ALL LENS OF FPEEPMS FOUND SCRATCH AND NOT COMES ON"	"CBN"	"CBN"
"TRIM METAL LOWER GALLEY RH NOT INSTALL POSITION GALLEY 5(KICKSTRIP)"	"CBN"	"CBN"
"SCREW OF LATCH SAFETY COMPARTMENT (RED) FOUND CORROSION POSITION GALLEY 5"	"CBN"	"CBN"
"BOX FRIST AID KIT CANNOT FULLY CLOSE PART NUMBER : P8-02-0004-209 SERIALNUMBER :00342 EXP : 30 JUN 2021 POST : LUGGAGE BIN 70 KH (DOOR 4 RH )"	"CBN"	"CBN"
"BARRIER STRAP POSITION DOOR 3LH WEAK BACK TO STOW"	"CBN"	"CBN"
"BOX OF TOILET SEAT COVER PAINT DISCOLOR POSITIONL11,L33,L34,L61,L62,L63,L64,L73,L74"	"CBN,WSCB,WSSS"	"CBN"
"SIDE FAIRING CRACK, POST 30C, 28C, 24C,"	"WSSE"	"EA"
"TRIM UPPER SIDE OF FOLDING DOOR RAIL AT LAVATORY LAV L61 BROKE"	"CBN"	"CBN"
"AFT CARGO FLOOR PANEL 151 PF WAS PUNCTUR"	"WSPT,WSST"	"WSPT"
"HEATED FLOOR 28DS DOOR 2RH (B) NUMEROUS DENTS (REPLACE) P/N: 4E4637-22"	"CBN,STR"	"CBN"
"STATIC INVERTER 1XB UMBRELLA BROKEN"	"EA,WSPT,WSST"	"EA"
"LAMINATE OF EX OLD VCC TABLE COMPARTMENT FOUND DELAMINATION GALLEY 2"	"WSCB"	"WSCB"
"SNAP AND FASTENER FOR CURTAIN HOLDER ON WALL LAVATORY L33,L34 NOT INSTALLED"	"CBN"	"CBN"
"NUMEROUS WHITE SEALING OUTBOARD SIDE OF LATERAL LIGHT COVER FOUND NOTINSTALL POST: FWD CABIN RH NO 2 (5EA)"	"CBN"	"CBN"
"ALL LENS OF CEILING LIGHT GALLEY DISCOLORATION"	"CBN,WSCB,WSSS"	"CBN"
"PANEL COCKPIT 211PW PAINT PEEL OFF"	"CBN,WSCB,WSSS"	"CBN"
"PYLON ENG#2 AFT FAIRING RIVET LOOSE"	"STR"	"STR"
"RH WING FIX FAIRING FLAP SUPPORT #6 ERODED"	"AP,WSPT,WSSR"	"AP"
"RH WING FIX FAIRING FLAP SUPPORT #8 ERODED"	"AP,WSPT,WSSR"	"AP"
"ALL TRIM UPPER INSIDE LUG.BIN PAINT PEEL"	"WSSE,WSSS"	"WSSE"
"FLOOR PANEL 242 DF DEFORM"	"CBN,WSST"	"CBN"
"AFT CARGO PDU SINGLE ROLLER 115MY2A SHAF"	"AP"	"AP"
"RH Outlet Swing Paint Bad Condition"	"WSPT"	"WSPT"
"FWD CARGO CORNER SCUFPLATE FWD SIDE HAS"	"AP,NDT,Repair Eng/APU Welding,WSNC,WSPT,WSSR"	"AP"
"FLOOR PANEL 272 KF EROSION"	"CBN,WSST"	"CBN"
"AFT BELLY FAIRING SUPPORT CORROSION AT Y 953 AND BETWEEN FR 53.2 TO FR 53.3"	"NA"	"NA"
"RH KRUEGER FLAP TEFLON SEAL I/B SIDE TORN"	"AP"	"AP"
"BACKLASH LH RAM AIR INLET MORE THAN 2MM"	"NA"	"NA"
"AFT CRG UNDER FLOOR FASTENERS CORR AT STGR 57 BTW FR 58-59"	"STR"	"STR"
"DOOR DAMPER NOT DAMPING AT DOOR 2LH"	"CBN"	"CBN"
"RH WING TANK PANEL 641 BB SCREW BAD COND"	"AP,STR"	"AP"
"SCREW UPPERBACK ATTD FWD O/B IMPROPER INSTALL (1EA)"	"WSSS"	"WSSS"
"ALL SEAT COVER OF ATTD SEAT AFT RH NOT O"	"CBN"	"CBN"
"AFT CARGO STUD SIDEWALL -11 MISSING 200"	"AP"	"AP"
"TERMINAL 2900VT-92 BROKEN"	"EA"	"EA"
"RH MLG CENTER DOOR TOP AFT HINGE NOT COMPLETE"	"AP"	"EA"
"BULK CRG FASTENERS UNDER FLOOR CORR AT FR 68 LH SIDE"	"STR"	"STR"
"AFT BELLY FAIRING SUPPORT FOUND PLATE NUTS (20 EA) CORROSION AT Y-953AND BETWEEN FR 53.6 TT FR 53.8 LOWER FUSELAGE"	"NA,STR,WSPT"	"NA"
"FWD CARGO SHROUD RH #1 HAS DAMAGE"	"AP,WSPT,WSSR"	"AP"
"COCKPIT CEILING PANEL 211 MC PAINT PEEL"	"CBN,WSCB,WSSS"	"CBN"
"COCKPIT CEILING PANEL 211 LC PAINT PEEL"	"CBN,WSCB,WSSS"	"CBN"
"INSIDE COMP GALLEY S7 774 BIG DENT"	"WSCB"	"WSCB"
"REMOVE PRIMARY PLUG ASSY FROM ESN 896382 TO SERVICE ESN 896979"	"AP"	"AP"
"GALLEY 5 - DOOR OVEN G5 NEED REPAINT INSITU DUE TO STUCKED POSITION"	"CBN,WSSS"	"CBN"
"COCKPIT CONSOLE THIRD OCCUPANT BROKE AND"	"CBN,WSCB,WSSS"	"CBN"
"RH WING TOP SKIN PANEL.3 SOME FASTENER H"	"NA,STR,WSNC,WSPT,WSST"	"NA"
"CENTER TABLE GALLEY 7 CORROSION"	"WSCB"	"WSCB"
"REMOVE ANTI ICE TAI PRESSURE SWITCH FROM"	"AP"	"AP"
"LH WING INSIDE LEADING EDGE FRONT SPAR S"	"AP,EA"	"AP"
"RH WING CLOSE OUT PANEL HAS CHAFED"	"AP,WSNC,WSPT,WSSR"	"AP"
"BULK CRG FASTENERS UNDER FLOOR CORR BTW FR71-72 LH SIDE"	"STR"	"STR"
"ENGINE#1 O/B FANCOWL INNEER SURFACE PAINT PEEL OFF"	"WSPT"	"WSPT"
"YELLOW BLANKET DISBONDING AND PEEL OFF"	"WSCB"	"WSCB"
"LH WING SLAT WEATHER SEAL #1 O/B BROKEN"	"AP"	"AP"
"(LESSOR FINDING)CAPT TRASH CAN, BOOK RACK PAINT FEEL OFF"	"WSPT"	"WSPT"
"AFT CARGO ON ANGLE CLAMP CABLE SUPPORT AT STGR 41RH,BTW FR58 - FR59BROKEN."	"STR"	"STR"
"FWD CARGO BALL PANEL ASSY PAINT PEEL OFF POS.LH AFT"	"AP,WSPT"	"AP"
"BULK CARGO FWD SCUFF PLATE FOUND WRINKLES"	"AP,WSNC,WSPT,WSSR"	"EA"
"AFT CARGO FLOORS, SIDEWALLS AND SIDEFLOORS NEED REPAINT"	"WSPT"	"EA"
"(CUSTOMER REQUEST) L/H MLG DOOR ACTUATOR FITTING NEED REPLACEMENT"	"AP,NA,STR,WSST"	"WSST"
"LEAD BONDING AT LH SPOILER #2 AND #5 HAS BROKEN"	"EA,NA"	"EA"
"PLACARD "" WATER FILTER INSIDE"" POST M102 AND M205 BROKEN"	"CBN,WSPT"	"CBN"
"FOUND DELAMINATION AT LUGGAGE BIN POST LUGAGGE BIN 10 R/H"	"WSCB,WSNC"	"WSCB"
"FOUND DELAMINATION AT LUGGAGE BIN POST LUGAGGE BIN 8 R/H"	"WSCB,WSNC"	"WSCB"
"(LESSOR FINDING) F/O SEAT PAN NEAR SEAT HARDNESS CORROSION"	"CBN,WSSE"	"WSSE"
"(LESSOR FINDING) GPS 1 & GPS 2 antenna noted with erosion on leading edge"	"EA"	"EA"
"AFT CABIN COMPT BTW FR.65-FR.67 BTW Y1292-Y765 BARREL NUT AT FLOOR BEAMBROKEN
"	"CBN"	"STR"
"AFT CABIN COMPT AT FR.70 STGR 23RH SHIM CORROSION"	"STR,WSNC,WSPT"	"STR"
"LH HORSTAB FOUND SCREWS BROKEN DURING OPENING INSPECTION ACCESS PANELBACB30XD3K10 (100 EA), BACB30XD3K8 (100 EA), BACB31A3-8 (8EA)"	"AP"	"AP"
"ENG.#2 LOWER T/REV. PANEL SEAL NEED RESE"	"AP"	"AP"
"DURING OPC PTU GREEN TO YELLOW FAIL (BY"	"AP"	"AP"
"LAMINATE COATROOM C4R AFT SIDE PEEL OFF"	"WSCB"	"WSCB"
"FWD CARGO SOUND PROOF BETWEEN FR 37.2 AN"	"AP,WSCN"	"AP"
"ADAPTER ASIST HANDLE AT AFT LH DOOR WAS"	"CBN"	"EA"
"SCREEN OF FAUCET DRAIN POST GALLEY #1 DI"	"CBN"	"CBN"
"LH WING AERODYNAMIC SEAL BETWEEN SLAT 6 AND 7 WAS TORN"	"AP"	"AP"
"AFT CARGO LH SIDE WALL #4 HAS TEAR"	"AP,STR"	"AP"
"RUDDER TRIM KNOB PAINT PEEL OFF 1 EA"	"EA,WSPT"	"EA"
"BULK CARGO FLOOR 162DF WAS PUNCTURE"	"WSPT,WSST"	"WSPT"
"ATTD SEAT BOLT ATTACHMENT NOT COMPLETE P"	"CBN"	"CBN"
"PAD GLARESHIELD POS. LH BROKEN"	"CBN"	"EA"
"REAR SPAR NEAR RH MLG BAY SEAL BROKEN (6"	"AP"	"AP"
"AREA AROUND ALL WINDOW FRAME INNER SIDE HEAVY DIRTY NEED DEEP CLEANING"	"CBN"	"CBN"
"FWD CARGO SIDEWALL PANEL 132YW HAS DELAM"	"WSPT,WSST"	"WSPT"
"FWD CARGO SIDEWALL PANEL 131GW HAS DELAMINATION"	"WSPT,WSST"	"WSPT"
"REF PFR ATA 464100 BATTERYPACK (1200RF)"	"EA"	"EA"
"AFT CARGO SIDEWALL 152CW DELAMINATION"	"AP,WSPT,WSSR"	"AP"
"LH UPPER BELLY FAIRING 191DT FWD SIDE SE"	"AP"	"AP"
"NLG WHEEL WELL BAY POS AFT LH SIDE RUBBER SEAL TEAR OFF"	"AP"	"AP"
"AFT CARGO ROLLER TRACK #21 CORROSION"	"AP,STR,WSPT"	"AP"
"FWD CARGO ROLLER TRACK #12 CORROSION"	"AP,STR"	"AP"
"L1 L2 COVER ASSIST HANDLE LOOSE 3EA"	"CBN"	"CBN"
"LINING TRACK SLIDING WINDOW PAINT PEEL O"	"CBN,WSCN,WSSS"	"CBN"
"WEB OF FRAME BELLY FAIRING SUPPORT SOME"	"STR"	"STR"
"RH WING REFUELING COUPLING LANYARD WAS BROKEN 2EA"	"AP"	"AP"
"LH FUSELAGE SKIN CORROSION BETWEEN FR76-"	"STR,WSNC,WSPT"	"STR"
