"DESCRIPTION","SKILL","SKILL_ACTIVE","TARGET"
"HOSE DISTRIBUTION AC AT AFT LH FOUND TEA","CBN","CBN","2"
"HST LE - LH : Existing LE skin doubler p","AP,NA,WSNC,WSSR","AP","0"
"Lav E : Lavatory floor pan NTF floor mat and sealant deteriorated","CBN","CBN","2"
"Lav D : Lavatory floor pan NTF floor mat and sealant deteriorated","CBN","CBN","2"
"LOCK SEAT TRACK OF UNDER BOTTOM ATTD SEAT DOOR 2LH FWD FOUND CORROSION","WSSS","WSSS","5"
"AFT CARGO RH SIDE WALL UPPER NO.3 BAD CO","STR","STR","3"
"BULK CARGO BEAM SUPPORT LIGHT CORROSION BETWEEN FR 74-75 UNDER TANK","CBN,STR","CBN","2"
"AFT CARGO RH FWD PARTITION HAS PUNCTURE","AP,WSPT,WSSR","AP","0"
"AFT CARGO UPPER SIDEFLOOR RH NO#2 HAS PUNCTURE","AP,WSSR","AP","0"
"PLACARD NO BAG BROKEN QTY 32 EA","CBN,WSPT","CBN","2"
"G4B Galley: RH drainage cover hinge screws rusted","CBN","CBN","2"
"RH WING RUBBER SEAL OF O/B MID FLAP TORN","AP","AP","0"
"RH WING MOVEABLE FAIRING #5 OVERPLAY","AP","AP","0"
"MD CARGO OMNI TRAY WAS BENT AT STA 1720-1780RH2","AP,WSST","STR","3"
"UPPER RUDDER POWER CONTROL MODULE FOUND","AP,EA","AP","0"
"LH WING L/G PLACARD OF JUNCTION BOX BAD","AP,WSPT","AP","0"
"AFT CARGO ROLLER TRACK N0.17 SURFACE CORROSION",,,"9"
"SNUBBER ARM DOOR OHB OF 1AB BROKE",,,"9"
"C82 B6 MIRROR PEEL OFF POSITION L33",,,"9"
"DOOR LATCH OF AFT RH ATTD SEAT WEAK QTY","WSSS","WSSS","5"
"LAV D LAMINATE AISLE UPPER SIDE NEED PAT","CBN,WSCB,WSCN","CBN","2"
"AFT CARGO LH PROFILE CORNER BTW FR 48-FR","NA,STR,WSPT","NA","8"
"PAN FLOOR LAVATORY L64 CRACK",,,"9"
"INSERT NUT BRACKET HINGE LUGGAGE BIN BRO",,,"9"
"ENG#1 BLEED AIR PRESS LOW AT 80% N1 DROP","AP","AP","0"
"LH WING SLAT PANEL 522LB HAS PAINT PEEL",,,"9"
"L/H MLG WHEEL HUB PAINT PELL OF",,,"9"
"FWD BELLY FAIRING SUPPORT FR 37 - 37.4 Y953 LIGHT CORROSION",,,"9"
"RH WING MOV.FAIRING #4 NEED ADJUSMENT",,,"9"
"ENG#2 PNL 464 ML RUBBER SEAL TORN OFF",,,"9"
"FLOOR PANEL FR C19-C22 3R DELAMINATION",,,"9"
"RH WING AFT FAIRING 631 AT (AT MOV FAIRI",,,"9"
"ALL LENS LATERAL LIGHT DISCOLOURATION",,,"9"
"FWD BELLY FAIRING SUPPORT FR 39.1 - 40",,,"9"
"LH HORSTAB HINGE FITTING BEARING #7 OVER",,,"9"
"AFT BELLY FAIRING SUPPORT FR 53.6 - 53.",,,"9"
"AFT CARGO CEILING 152 RC PAINT PEEL OFF",,,"9"
"INNER BIN SEAL OF LUGGAGE BIN WERE NOT PROPER INSTALLPOST: 22/23HK,40/41HK,43/44HK,52/53HK,62/63FG,65/66FG,60/61AC,54/55AC,52/53AC,46/47DE,32/33AC.",,,"9"
"PANEL PAX DOOR LINING PAINT DISCOLOUR 83",,,"9"
"BOX CONSOLE 3rd OCCUPANT PAINT DISCOLOUR",,,"9"
"AFT BELLY FAIRING SUPPORT FR 53.2 - 53.8 Y1959 5 EA PLATE NUTS BROKEN",,,"9"
"AFT BELLY FAIRING SUPPORT FR 53.8 - 56 Y2460 LIGHT CORROSION",,,"9"
"RH UPPER HORSTAB PAINT PEEL OFF","WSPT","WSPT","4"
"AFT CARGO PARTITION FWD RH PUNCTURE","AP,WSPT,WSSR","AP","0"
"AFT CARGO SIDE FLOOR LH 5 UPPER PUNCTURE","AP,WSSR","AP","0"
"PANEL 191BB WASHER HAS LOOSE 10EA","AP","AP","0"
"WASHER AILERON TRIM CONTROL TAKEN FOR PK-CMN","NA","NA","8"
"ARMCAP NEED ADJUSTMENT POST 21E, 32D, 29DF, 19C, 11C, 18A, 25AC, 12D,16D(IAT)4C,15E, 24DEF, 26D, 23D, 25E33DE","WSSE","WSSE","9"
"LOWER COCKPIT DOOR MECHANICAL COVER AND","CBN","CBN","2"
"ACM SERVICE LIGHT NOT ILL 2 EA","EA","EA","1"
"BUMPER GALLEY 1 POST. 111A AND 11B WERE","CBN","CBN","2"
"DOOR HINGE BONDING CABEL POST. FWD LH WA","CBN","CBN","2"
"SPARE LIFE VEST NOT EFFECTIVE 3EA","CBN","CBN","2"
"LAV. E LIGHT LENS COVER WAS BURN OUT","CBN","CBN","2"
"AFT CARGO COMP LH PROFILE CORNER BTW FR5","NA,STR,WSPT","NA","8"
"BALL SCREW TRANSMISION FLAP ASSY #6 AT R","AP","EA","1"
"LH MAIN WHEEL WELL UPPER DECK LOWER SURF","STR","STR","3"
"SLAT NO.1 GAP SPRING ERODED","AP","AP","0"
"LH WING SPOILER #6 LOWER SURFACE MULTIPL","WSNC,WSPT,WSSR","WSNC","7"
"WATER SERVICE PANEL BONDING HAS FRAYING","EA","EA","1"
"AFT RH ENTRY METAL CABIN FLOOR PANEL WAS","CBN,WSPT,WSSR","CBN","2"
"LH CONNECTION REHEATER SEAL HAS LEAK","EA","EA","1"
"LH WING FLIGHT SPOILER 2 ACTUATOR HAS LE","AP","AP","0"
"L/E DORSAL FIN TIP PAINT HAS PEEL OFF","WSPT","WSPT","4"
"NEED SCREW AND CLIP NUT CABIN FLOOR PANE","CBN","CBN","2"
"LH BELLY FAIRING 191 BT HAS EROSION","AP,WSPT,WSSR","EA","1"
"RVSM STATIC PORT AREA (CAPT, F/O AND STANDBY) FOUND EXISTING BLENDOUT","NA,STR","NA","8"
"RH WING O/B FLAP CUSHION SEAL HAS TEAR","AP","EA","1"
"PSU FILLER PANEL 8 MM BROKE","CBN,WSCB,WSSS","CBN","2"
"GLARESHIELD LOWER SIDE PAINT PEELING","WSCN","WSCN","9"
"FWD CARGO LH LOWER SIDEFLOOR #1 HAS PUNC","AP,WSSR","AP","0"
"LH MAIN LANDING GEAR UPLOCK ACTUATOR SIG","AP","AP","0"
"AFT SERVICE DOOR CUT OUT BTW FR.66-FR.68","STR,WSST","EA","1"
"REFER TO LOPA EEL, EXTENSION SEAT BELT P","CBN","CBN","2"
"FUSELAGE SKIN AROUND FWD WING TO BODY FAIRING STA 500F - 540 STR 16L - 16R SCRATCH","STR,WSNC","STR","3"
"RH ELEVATOR HINGE BEARING #4 HAS OVERPLA","AP,WSSR,WSST","AP","0"
"APU EXHAUST HOSE HAS TEAR","AP","AP","0"
"REF ACL WO 711923381 : HEADPHONE PLUG OB","WSSS","WSSS","5"
"LH WING AFT FLAP TRACK FAIRING #3 SEAL H","AP,STR","AP","0"
"POTABLE WATER SERVICE PANEL BONDING LEAD","EA","EA","1"
"ALL CABIN FLOOR NEED APPLY SEALANT","STR","GAH402S1","9"
"STATIC DISCHARGE BAD CONDITION FROM LIGH","EA","EA","1"
"EXT FUSELAGE SKIN BTW STA 1016-1040 STR","STR,WSNC","EA","1"
"(FINDING LESSOR) AFT CARGO COMPT LH SIDEPLATE BTW BS727-847 CORRODED","STR,WSNC","GAH407S1","9"
"FWD cargo door : One historical scratch","WSNC,WSPT,WSSR","WSNC","7"
"POIL-610: 1) DEEP WEAR LH INBD SEAT TRACK APPROX - BS 727I + 5 ~ 727J","AP,STR,WSNC",,"9"
"POIL-308: LAV A The door vent panel filter needs to be cleaned","CBN",,"9"
"POIL-429 1) Nicks in the fuselage skin 727I to 727J / S25L to 26L -MARKED","STR,WSNC,WSPT","EA","1"
"FLAP TRACK FAIRING #8 BULB SEAL DAMAGE","AP","EA","1"
"PYLON ENG#2 BETWEEN RIB 2 AND RIB 3 BRACKET WAS CRACK","STR,WSST","STR","3"
"POIL-493: THE FWD CARGO DOOR ROLLER TRACK FITTINGS ON THE FWD AND AFTDOOR CUTOUT FRAMES HAVE PITTING ON THE TRACK SURFACES","AP,WSPT","EA","1"
"POIL-510: # 2 SLAT INBD LAND IS WORN","AP","EA","1"
"LH ELEVATOR HINGE BEARING NO 1 OVERPLAY","AP,WSST","AP","0"
"POIL-261: CORROSION NOTED ON THE EXT POWER RECEPTICAL PLACARD P/N BAC27DEX6600","EA,STR,WSNC,WSPT","EA","1"
"POIL-501: WING LEADING EDGE FIXED PANEL AT THE LANDING LIGHT POSITIONSEVERAL SCRATCHED NOTED","STR,WSNC","GAH407S1","9"
"POIL-455: 1) Nick in fuselage skin 500G to 500F / S27L to S27R - Marked","STR,WSNC,WSPT","GAH210S1","9"
"POIL-562: SIDE PLATE 794 S25R CORROSION","STR","EA","1"
"(DB #56)RH WING INBOARD MAIN FLAP UPPER SURFACE CORRODED AT RH WEDGE AFT SIDE INBOARD EDGE (NEED RE-EVALUATION)","WSNC,WSSR",,"9"
"AFT CARGO BALLMAT PANEL 151DG SCREW BROK",,,"9"
"LH MLG AXLE NO. #1, #2, #5, #6 HEAT SEAL",,,"9"
"SEAT BELT OF AFT RH ATTD SEAT SLIGHT FRA","WSSS","WSSS","5"
"ALL THE CABIN COVE LIGHT PANELS PAINT DISCOLORED","CBN,WSCN,WSSS","CBN","2"
"ALL SLIDE RAFT COVER PAINT DISCOLORATION","CBN,WSCN,WSSS","CBN","2"
"ATTD SEAT SWIVAL PAINT DISCOLORATION","CBN,WSSS","CBN","2"
"SWAP ENG #2 ROTOR ALTERNATOR BETWEEN A4O","EA","EA","1"
"FWD ENTRY DOOR LINING FOUND CRACK","CBN,WSCN,WSSS",,"9"
"FWD ATTD PANEL COVER PAINT DISCOLOURATION","CBN,WSCN,WSSS","EA","1"
"AFT WET AREA FLOOR MATE BAD CONDITION","CBN","EA","1"
"FWD SERVICE DOOR LINING LAMINATE PEEL OFF","CBN,WSCB","EA","1"
"SWAP ENG#2 FUEL FLOW TRANSMITTER BETWEEN","AP,EA","AP","0"
"SLIDING WINDOW RH ROLLER SHADE BROKEN","CBN","CBN","2"
"FRONTCAP IAT CRACK POS 1ABC, 17DEF, 16F, 2DEF, 16A","WSSE",,"9"
"ATTENDANT SEAT POS. DOOR 2RH PAINT PEEL",,,"9"
"ATTENDANT SEAT POS. DOOR 4LH IN BOARD PA",,,"9"
"RH WING RIB 2 & RIB 3 NEED RE-SEALANT (L","STR","STR","3"
"AFT CARGO ANCOR PLATE HAS COROTION","AP,STR","AP","0"
"ATTD SEAT POS DOOR 1LH OUTBOARD FWD PAIN","CBN,WSSS","CBN","2"
"PLACARD STRIP INFO L54 DIRTY","CBN","CBN","2"
"SNUBBER DOOR LAVATORY L53,L82 WEAK","CBN","CBN","2"
"CENTER WING BOX RIB 1 JUNCTION FR 42 LH","AP,NA,STR","AP","0"
"BULK CARGO CEILING LIGHT NOT ILLUMINATE","AP,EA","AP","0"
"LH UPPER WING WALK AWAY PAINT PEEL OFF","WSPT","EA","1"
"RH WING SLAT #3 FOUND DENT","WSPT,WSST","WSPT","4"
"RH WING TANK PANEL 642KB COUNTERSUNK SCR","STR","STR","3"
"RH WING O/B FLAP TRAILING EDGE FOUND ERR","WSNC,WSPT,WSST","WSNC","7"
"SEPARATION TEFLON AND TIE CABLE BTW HYD","AP","AP","0"
"VIDEO SHROUD Y/CLASS WAS CRACK AT SEAT 2","WSSS","WSSS","5"
"NUMEROUS STUD DOOR FRAME NOT PROPER INST","CBN","CBN","2"
"RH WING OUTBOARD FLAP TRACK CHAFFING (O/","AP,WSSR","AP","0"
"WALL GALLEY 4 AISLE LH & RH DENT","CBN,WSCB","CBN","2"
"WALL AISLE (ATT SEAT) NEED PATCHING GALL","WSCB","WSCB","9"
"AFT CARGO LOWER SIDEWALL 151KW PUNCTURE","AP,WSPT,WSST","AP","0"
"COVER WINDOW 2 POS LH AND RH PAINT DISCO","WSCN,WSSS","WSCN","9"
"2ND OBS BACK REST AND BOTTOM COVER BAD C","CBN,WSSW","CBN","2"
"DOOR FRAME 1RH PANEL PAINT PEEL OFF 222A","CBN,WSCB,WSSS","CBN","2"
"LOWER CLAMP WATER HEATER L34 NOT INSTALL","CBN","CBN","2"
"RH COCKPIT WINDSHIELD RETAINER CAP SEAL","AP,STR","AP","0"
"BULK CARGO OUTER SKIN WITH SCRATCH AT 3.","AP,STR,WSPT","AP","0"
"COLLI ASSY DOME LIGHT NOT ILLUMINATE","CBN","CBN","2"
"CAPTAIN SEAT ALL SEAT COVER DIRTY","WSLS,WSSS","WSLS","9"
"BARRIER STRAP CAN NOT GO BACK TO STOWED IMMEDIATELY DUE TO WEAKPOSITION DOOR 2L,2R,4L","CBN","CBN","2"
"LAV D AND LAV E CALL CHIME WAS BAD","CBN","EA","1"
"LAV D BABY TABLE TRIM WAS BROKEN","CBN,WSCB,WSSS","EA","1"
"INSERT LATCH RETAINER GALLEY 5 & 6 CORRO","WSCB","WSCB","9"
"RH WING SLAT HOIST POINT COVER NOT INSTA","AP","AP","0"
"LH WING SPOILER #2 BONDING JUMPER BROKEN","EA","EA","1"
"LH ENGINE EGT TERMOCOUPLES (POS: 1 O''CL","EA","EA","1"
"PYLON#1 THERMOSTAT FOUND LEAK","AP","AP","0"
"DURING LUBRICATION RH TRACK #1 FOUND DDS","AP","AP","0"
"FWD AND AFT AISLE CARPET TRIM BROKEN","CBN","EA","1"
"BATT PACK POS LH AND RH EMERGENCY DOOR WAS WEAK (SOME LIGHT NOTILLUMINATE)","CBN","EA","1"
"RH ENG FAN COWL O/B SIDE NUT HINGE HAS U","AP","AP","0"
"LH ENG ""MOBILE JET OIL II"" PLACARD NOT I","AP,WSPT","AP","0"
"LESSOR FINDING - FWD CARGO COMPT LH FLOOR PANEL TRIM (BELOW ORANGE SLOPING PANELS) FASTENER HOLES (2ND AND 3RD FROM AFT ) WITH SIGN OF CORROSION","STR","GAH402S1","9"
"LESSOR FINDINGLOC RH ENGPN 315A2295-698 SN 1694CFM56-7 THRUST REVERSER ASSEMBLY RH ENGINE OUTBD T/R NEED REPAIR REF ONSITE SURVEYREPORT","AP,WSST","AP","0"
"LESSOR FINDING - AFT CARGO COMPT NO 1 FROMFWD CEILING PANEL WIRH DENTS AND SCRATCHES","WSPT,WSSR","W305","9"
"PLEASE PROVIDE THE REFERENCE W.O. #80341","AP","AP","0"
"FWD CARGO PARTITION PANEL 131DW DELAMINA","AP,WSPT,WSSR","EA","1"
"RH MAIN L/G WHEEL #4 DEEP CUT","AP","AP","0"
"NLG DOOR, REGISTRATION LETTER PEELED OFF","WSPT","WSPT","4"
"LH & RH WING L/E SLAT NEED CLEAN UP AS C","WSPT","EA","1"
"POTABLE ELT WAS DUE DATE ON JAN 2020 PN","CBN","EA","1"
"BONDING LEAD AT LH WING RIB #8 (540 DB) BROKEN 1EA","EA","EA","1"
"HANDLE ASSY DOOR LAV.A UNPROPER INSTALL","CBN,WSCB","EA","1"
"HINGE DOOR ASSY LAV.E BAD CONDITION","CBN,WSCB","EA","1"
"TOILET SVC DOOR HINGE CORRODED","AP,STR","EA","1"
"ENG #1 I/B FAN COWL EROSION","WSPT,WSSR","EA","1"
"LH OUTBOARD NAV LIGHT NOT ILLUMINATE","EA","EA","1"
"ATTD SEAT FWD O/B, DOOR STOWAGE CRACK","WSSS","WSSS","5"
"ATTD SEAT AFT LH, CUSHION HEADREST, LOWERBACK & BOTTOM BROKEN","WSSS","WSSS","5"
"UPPER SIDE FLOOR RH#4 NEED REPLACE","AP,WSSR","AP","0"
"LH LOGO LIGHT SCREW COVER LENS HAS DAMAG","EA","EA","1"
"RH LOGO LIGHT SCREW COVER LENS HAS DAMAG","EA","EA","1"
"AFT CARGO LOWER SIDE FLOOR RH #7 REPLACE (162EF)","AP,WSSR","AP","0"
"AFT CARGO LOWER SIDE FLOOR LH #1 REPLACE","AP,WSSR","AP","0"
"AFT CARGO RH SIDE PLATE BTW STA 727-767","STR","EA","1"
"FWD CARGO CEILING #4 PAINT PEEL OFF","AP,STR,WSPT","AP","0"
"RH ENG PYLON PANEL PAINT PEEL OFF","WSPT","WSPT","4"
"LH WING PAINT PEEL OFF ON ZONE PANEL WS","WSPT","WSPT","4"
"ALTERNATE FLAPS ARM CONTROL PANEL INTEGR","WSPT","WSPT","4"
"FWD AND AFT BODY FAIRING WASHER SCREW CO","AP","AP","0"
"MAIN DECK FLOOR SEAT TRACK HI- LOCK LOOS","STR","STR","3"
"SIDE WALL PANEL STA 1080-1120 LH WERE BA","CBN,WSPT,WSST","CBN","2"
"ENG #1 RH FANCOWL UPPER AFT RUBBING STRI","WSSR","WSSR","9"
"ATA 256200 CLASS 1 HARD SLIDE BTL 1LH/DE","CBN","CBN","2"
"BULK CARGO FLOOR NEED RE-SEALANT FROM ST","STR","STR","3"
"ALL GALLEY LATCH BAD CONDITION (REANODIZ","CBN,WSCB","CBN","2"
"AFT RH ATTD SEAT FLASH LIGHT NOT ILLUMIN","CBN","CBN","2"
"SFCS MAINTENANCE ON STATUS","AP,EA","AP","0"
"LH BLG PILLOW BLOCK PAINT PEEL OFF","WSPT","WSPT","4"
"ALL NACELLES TO BE CLEANED","WSPT","WSPT","4"
"SCREW STUCK AT LH NAV LIGHT","EA,STR","EA","1"
"FWD AND AFT LAV NURSE TABLE BUMPER NOT C",,,"9"
"LH WING INBOARD LEADING EDGE BTW WS 156.","STR","STR","3"
"AFT CARGO COMP. FRAME SPLICE AT STA 727J STR 24R - 25R CORRODED","STR","STR","3"
"UPPER, LOWER AND JOINT AT NLG TORQUE LIN",,,"9"
"WATER SERVICE PANEL BONDING CABLE CUT OFF","EA","EA","1"
"LEAD BONDING FUEL TANK 540JB HAS BROKEN",,,"9"
"SOME CONTROL PANEL AT COCKPIT PEEL OFF","WSPT","WSPT","4"
"EXT FUSELAGE SKIN BTW STA 747 - 767 STR 26L - 27L LIGHTNING STRIKE","NA,STR,WSNC,WSPT",,"9"
"REF CML SEQ 27 PSU ASSY POS 46ABC TAKEN","CBN","CBN","2"
"FLAP FAIRING #6 BONDING CABLE BROKEN","EA",,"9"
"AROUND LOWER SAFETY RELIEF VALVE SKIN CORROSION","STR",,"9"
"CUP HOLDER BROKEN POST, 12A, 14B","WSSE","WSSE","9"
"RH FUSELAGE SKIN BURNMARK BET FR.14A-FR.","STR,WSNC,WSPT","STR","3"
"BLOCK DOOR COMMUNICATION L61 CORROSION","CBN","CBN","2"
"CNA ENG#2 WAS SCRATCH POST 09.00 O''CLOC",,,"9"
"TRIM COCKPIT DOOR DISBONDING",,,"9"
"HAND RAIL PANEL OF 4F DENT",,,"9"
"ENG #2 LAPF RIVET LOOSE 18 EA POS LH SID",,,"9"
"AFT SWIVLE ATTD SEAT PAINT DISCOLOR",,,"9"
"ALL UPPER AND LOWER ANTENNA NEED RESEALA","STR","STR","3"
"LH ENG PRSOV FOUND LEAK DURING HEALTY CH","AP","AP","0"
"LH PYLON PRECOOLER THERMOSTAT AND SELENO",,,"9"
"LESSOR FINDING, RH HORSTAB UPPER PANELS","WSPT,WSST","WSPT","4"
"RH RAM AIR INLET DOOR SHAFT HAS POOR PAI","EA,WSPT","EA","1"
"CABIN FLOOR NO #2A P/N:143A5810-98 WAS D","CBN,WSSR","CBN","2"
"SEAL WAS BROKEN AT FIX PANEL ZONES 552.6","AP","AP","0"
"FWD CARGO COMP SIDEWALL SUPPORT AT BS 44","NA,Repair Eng/APU Laboratorium,STR,WSNC,WSPT,WSSR,WSST","NA","8"
"5RH FWD BODY FAIRING 191 CT, 191 BT, 192",,,"9"
"LEFT FAN COWL ENGINE #2 PRESSURE RELIEF","WSSR","EA","1"
"AFT GALLEY COMPARTMENT 426 POST CORROSIO","WSCB","EA","1"
"INBOARD AND OUTBOARD SURFACE AT FIBERGLA","AP,WSNC,WSPT,WSSR","EA","1"
"EXT FUSELAGE SKIN AROUND OUTFLOW VALVE S","STR,WSNC,WSPT","STR","3"
"RIGHT ENGINE OUTBOARD T/R LOWER TRACK BE","WSSR","EA","1"
"ALL ATTD SEAT COVER TORN","WSSW","WSSW","9"
"HF COUPLER PANEL FOUND NOT SEALED","STR","EA","1"
"WEATHER RADAR CONTROL UNIT CANT WORKING","EA","EA","1"
"FWD CARGO ANGLE SUPPORT AT STA 500I CENT","NA,STR","NA","8"
"ENG #2 PYLON PANEL PEEL OFF AT UPPER AND","WSPT","WSPT","4"
"FINDING LESSOR- EXT FUSELAGE SKIN AROUND","NA,STR,WSNC","EA","1"
"FWD CARGO AFT BULKHEAD FASTENER HOLE HAS","AP,STR,WSPT,WSSR","AP","0"
"CATCH CRACK ZONE B 6F","CBN","CBN","2"
"ATTD SEAT 1LH O/B SCREW UPPERBACK WAS MI","WSSS","WSSS","5"
"LAMINATE SCRATCH MID ZONE 6 LH","WSCB,WSSS","WSCB","9"
"FWD BELLY FAIRING SUPPORT FR 45 (-Y430","NA,STR,WSNC,WSPT","NA","8"
"RH HORSTAB HAND HOLE 343CB LEAK","AP,STR","AP","0"
"AFTER EGR FOUND GREEN HYD POWER ACCUMULA","AP","AP","0"
"SOME OF ATTENDANT HARNESS BAD CONDITION","CBN","CBN","2"
"ALL NTF AROUND GALLEY AND LAVATORY AREA BAD CONDITION","CBN","CBN","2"
"REF PFR ATA 324916 : TIRE PRESS SNSR (10GV2), CLASS 1 SOURCE TPIC","EA","EA","1"
"PSU OXYGEN MASK POS. SEAT 36F COLOR CHAN","CBN","CBN","2"
"F/O CREW MASK FULK FACE OXYGEN GOGLES BL","CBN","CBN","2"
"CABIN AREA AIR CONDITION DUCT TORN BETWE","EA,WSST","EA","1"
"FWD CARGO E-COMP FLOOR 121 DF PUNCTURE","AP,WSPT,WSST","AP","0"
"LAV A TISSUE HOLDER SCREW LATCH MISING F","CBN","CBN","2"
"ACCESS PANEL 192RB ERODED","AP,WSPT,WSST","AP","0"
"[DD] 106872212: ECONOMY SEAT - LITERATURE POCKET DRESS COVER WORN ONBACKREST AT POSITIONS : 19C-21AB-22DE-23D-24E-24AB-25B-27BDE-28AB-31A-35BC-36BC-37BCD-38","CBN,WSLS","CBN","2"
"ENG #2 IP COMPRESSOR ROTOR STAGE 1 FOUND","Eng. Maint. Boroscope Inspection","Eng. Maint. Boroscope Inspection","9"
"[DD] 106879464: AFT GALLEYS PLACARDS WO","CBN,WSPT","CBN","2"
"[DD] 106914297: LATCH DOOR ASSY WORN ON","CBN","CBN","2"
"RH SPOILER #2-#5 UPPER AND LOWER SKIN PAINT PEEL OFF","WSPT","EA","1"
"RH WING OVERHANG UPPER SURFACE AT RIB 15","STR","STR","3"
"AFT CARGO FLOOR LH LOWER #5 HAS PUNCTURE","WSSR","WSSR","9"
"[DD] 106878477: SEAT 20J AISLE WORN","CBN","CBN","2"
"[DD]907169233 {LIGHTNING STRIKE} FOUND","AP,WSNC,WSPT,WSST","AP","0"
"COAT ROOM GLY#1 AND 2 LAMINATE BAD COND","WSCB","WSCB","9"
"MAGAZINE POCKET SPRING OF PAX SEAT UNPRO","WSSE","WSSE","9"
"[DD] 106879460: ALL DISPENSER PANEL OVER","CBN,WSCB,WSSS","CBN","2"
"[DD] 106878460: COAT HOOK MISSING ON BAC","CBN","CBN","2"
"HINGE DOOR LAVATORY D IMPROPER","CBN","CBN","2"
"LATCH TROLLEY G#4 POS 423 LOOSE","CBN","EA","1"
"FWD LH PARTITION LAMIANTE WAS DIRTY BY I","CBN","CBN","2"
"NEED RESEAL FWD AND AFT WET AREA FLOOR A","NA,STR","EA","1"
"FWD CABIN SEAT TRACK BTW FR 20-24 AT Y-","NA,STR,WSNC","NA","8"
"FWD GALLEY COMPARTMENT WALL PAINT DISCOL","WSCN,WSPT","WSCN","9"
"ALL DOOR BARRIER STRAP DIRTY","NA,WSLS","EA","1"
"(DD) 106878749 : LOWER PATCH FLAT WORN A","CBN","CBN","2"
"MANUAL RELEASE MECHANISM CAN''T SLIDING","WSSS","WSSS","5"
"SNUBBER OF UPPER STOWAGE BINS NOT PROPER","NA","NA","8"
"BACKREST LEATHER COVER OF BUSINESS SEATS","CBN,WSSS","CBN","2"
"BACKREST LEATHER COVER OF ATTENDANT SEAT","CBN","CBN","2"
"FWD CARGO FLOOR #3 AND # 4 BROKEN","STR,WSPT","STR","3"
"LH WING SLAT NO 6 NEED REPAINT","WSPT","WSPT","4"
"CAP CUSHION SMALL NOT COMPLETED","EA","EA","1"
"Inlet Swing Panel Needs to be repaint","WSPT","WSPT","4"
"BELLY FAIRING PANEL 197DB NEED REPAINT","WSPT","WSPT","4"
"PIN OF I/B IGNITION EXCITER LEAD AT L/H","EA","EA","1"
"Cargo - Fwd : Minor Chaffing damage at c","AP,WSPT","AP","0"
"BMC FAULT DURING BITE TEST","EA","EA","1"
"LOUD SPEAKER F/O SIDE KNOB PAINT PEEL OFF 1 EA","EA,WSPT","EA","1"
"DURING OPERATIONAL FOUND FWD CARGO LOADI","EA","EA","1"
"DECORATIVE GRANIT FWD LAVATORY WASTE BAS","WSCB,WSCN","WSCB","9"
"NEED CLEANING FOR ZONE TEMP CONT NO.2","EA","EA","1"
"NEED CLEANING FOR QUICK ACCESS RECORDER","EA","EA","1"
"FWD CARGO COMP LINING DOOR FWD SIDE CRAC","AP,WSPT,WSST","AP","0"
"NEED CLEANING FOR FIRE OVERHEAT DETECTIO","EA","EA","1"
"POIL-301: LAVATORY A DOOR LH LOWER AREA CORROSION SUSPECTED","CBN,WSCB",,"9"
"AFT RH LAVATORY SHROUD DIRTY","CBN,WSCN,WSSS",,"9"
"LH WING OUTBOARD AFT FLAP DISBOND","AP,WSNC,WSPT,WSSR",,"9"
"YELLOW HP MANIFOLD FOUND BLACK DEPOSIT O","AP","AP","0"
"EXT FUSELAGE SKIN BTW STA 294.5 - 420 AND STR 25R-25L ROUGH SKIN NEEDSTRIPPING","STR,WSNC,WSPT","W403","9"
"AFT CEILLING MUFFLER INSIDE FOUND DIRTY","CBN","GAH407C1","9"
"Main L/G & Wheel well : Blade Seal torn","AP","AP","0"
"Main L/G & Wheel well : Bonding jumper damage at RH main landing gearouter door","EA","EA","1"
"Side wall panel - 17RH - Shade holder at","CBN","CBN","2"
"ALL LAVATORY SINK CABINET FOUND CHAFING","WSCB,WSSS","WSCB","9"
"EXT FS SKIN BTW STA 400 - 420 STR 23R - 24R DENT","STR,WSNC","STR","3"
"ENGINE #1 I/B & O/B T/R FIRE WALL SEAL BROKEN","STR","EA","1"
"SPOILER#11 ACTUATOR LEAKP/N 251A1270-4 or -5 or-6","AP",,"9"
"EXT F/S BTW STA 951-967 AND STR 22L-24L DENT","STR,WSNC","STR","3"
"REF.AML SEQ.NO.86 OBSERVER STOWAGE BOX T","CBN","CBN","2"
"REF.AML SEQ.NO.88 HF#1 TRANSCEIVER(P/N:8","EA","EA","1"
"SLAT #6 INBOARD LOWER SURFACE T/E CHAFING","WSPT,WSSR",,"9"
"ADIRU #3 (1FP3) TAKEN FOR SERVICES PK-GL","EA","EA","1"
"EXTERNAL F/L SKIN AT TAIL BUMPER COVER BTW STA 1040-1064 STR 25R-25L CORRODED","STR,WSPT","STR","3"
"REF CML SEQ 24 PSU ASSY POS 38HJK TAKEN","CBN","CBN","2"
"EXT FS SKIN BTW STA 827 - 847 STR 24L - 25L DENTED","STR,WSNC","STR","3"
"FSLG SKIN STA. 887 STR. 23R- 25R CORROSION","NA,STR",,"9"
"FOUND PANEL 131AF FWD CARGO SURFACE PEEL","AP,NA,WSSR","AP","0"
"FOUND PANEL 131GW FWD CARGO DELAMINATION","AP,WSPT,WSSR","AP","0"
"RH FUSELAGE SKIN BURNMARK BET FR.1-FR.2","STR,WSNC,WSPT","STR","3"
"RH FUSELAGE SKIN BURNMARK BET FR.4-FR.5","STR,WSNC,WSPT","STR","3"
